"Id","organizationname","departmentname","jobname"
954,Lakeridge Health Corporation,DRCC PHARMACY,"MANAGER, PHARMACY - DRCC"
955,Lakeridge Health Corporation,DRCC PHARMACY,PHARMACIST
956,Lakeridge Health Corporation,RETAIL PHARMACY,PHARMACIST
957,Lakeridge Health Corporation,DRCC PHARMACY,PHARMACY TECHNICIAN
958,Lakeridge Health Corporation,DRCC PHARMACY,SR. PHARMACY TECHNICIAN
959,Lakeridge Health Corporation,ANTIMICROBIAL STEWARDSHIP PHARMACIST,PHARMACIST
960,Lakeridge Health Corporation,HUMAN RESOURCES - LABOUR RELATIONS,PHARMACY TECHNICIAN
961,Lakeridge Health Corporation,PHARMACY - BOWMANVILLE,PHARMACIST
962,Lakeridge Health Corporation,PHARMACY - BOWMANVILLE,PHARMACY TECHNICIAN
963,Lakeridge Health Corporation,PHARMACY - OSHAWA,CHARGE PHARMACY TECHNICIAN
964,Lakeridge Health Corporation,PHARMACY - OSHAWA,PHARMACIST
965,Lakeridge Health Corporation,PHARMACY - OSHAWA,PHARMACY TECHNICIAN
966,Lakeridge Health Corporation,PHARMACY - OSHAWA,PHARMACY TECHNICIAN - INTERN
967,Lakeridge Health Corporation,PHARMACY - OSHAWA,SR. PHARMACY TECHNICIAN
968,Lakeridge Health Corporation,PHARMACY - PORT PERRY,PHARMACIST
969,Lakeridge Health Corporation,PHARMACY - PORT PERRY,PHARMACY TECHNICIAN
970,Lakeridge Health Corporation,PHARMACY GENERAL,CLINICAL PHARMACY SPECIALIST
971,Lakeridge Health Corporation,PHARMACY GENERAL,"DIRECTOR, PHARMACY"
972,Lakeridge Health Corporation,PHARMACY GENERAL,"MANAGER, PHARMACY"
973,Lakeridge Health Corporation,PHARMACY GENERAL,"MANAGER, QUALITY & COMPLIANCE"
974,Lakeridge Health Corporation,"PHARMACY, LHAP",PHARMACIST
975,Lakeridge Health Corporation,"PHARMACY, LHAP",PHARMACY TECH
976,Lakeridge Health Corporation,REGIONAL NEPHROLOGY SYSTEM PHARMACIST,PHARMACIST
977,Lakeridge Health Corporation,REGIONAL NEPHROLOGY SYSTEM PHARMACIST,PHARMACY TECHNICIAN
978,Lakeridge Health Corporation,RETAIL PHARMACY,PHARMACY TECHNICIAN
979,Northumberland Hills Hospital,OUTPATIENT,REGISTERED NURSE
980,Northumberland Hills Hospital,DIALYSIS,DIALYSIS ATTENDANT
981,Northumberland Hills Hospital,DIALYSIS,REGISTERED NURSE
982,Northumberland Hills Hospital,EMERGENCY,CLINICAL NURSE SPECIALIST
983,Northumberland Hills Hospital,EMERGENCY,MGR EMERGENCY DEPARTMENT
984,Northumberland Hills Hospital,EMERGENCY,NURSE PRACTITIONER
985,Northumberland Hills Hospital,EMERGENCY,REG PRACTICAL NURSE
986,Northumberland Hills Hospital,EMERGENCY,REGISTERED NURSE
987,Northumberland Hills Hospital,EMERGENCY,TEAM LEADER
988,Northumberland Hills Hospital,EMERGENCY,WARD CLERK
989,Northumberland Hills Hospital,CHEMOTHERAPY,REGISTERED NURSE
990,Northumberland Hills Hospital,LABORATORY,CLERICAL LAB
991,Northumberland Hills Hospital,LABORATORY,LAB ASSISTANT
992,Northumberland Hills Hospital,LABORATORY,MANAGER LAB
993,Northumberland Hills Hospital,LABORATORY,NON REGISTERED TECH
994,Northumberland Hills Hospital,LABORATORY,REG LAB TECH
995,Northumberland Hills Hospital,HUMAN RESOURCES,MGR OCCUPATIONAL HEALTH CLAIMS
996,Northumberland Hills Hospital,INFECTION CONTROL,REGISTERED NURSE
997,Northumberland Hills Hospital,CHEMOTHERAPY,WARD CLERK
1004,Northumberland Hills Hospital,ADMINISTRATION,PROGRAM MANAGER
1007,Northumberland Hills Hospital,ALLIED HEALTH,CLINICAL DIETITIAN
1009,Northumberland Hills Hospital,DIALYSIS,WARD CLERK
1010,Northumberland Hills Hospital,FOOD SERVICES,DIETARY DIET TECHNICIAN
1013,Northumberland Hills Hospital,HUMAN RESOURCES,"DIRECTOR, QUALITY AND SAFETY / RISK"
1015,Northumberland Hills Hospital,ICU,REGISTERED NURSE
1019,Northumberland Hills Hospital,PASS,WARD CLERK
1020,Northumberland Hills Hospital,CLINICAL OPERATIONS,REG PRACTICAL NURSE
1021,Northumberland Hills Hospital,CLINICAL OPERATIONS,REGISTERED NURSE
1022,Northumberland Hills Hospital,ACUTE CARE,PATIENT CARE MANAGER
1023,Northumberland Hills Hospital,ACUTE CARE,REG PRACTICAL NURSE
1024,Northumberland Hills Hospital,ACUTE CARE,REGISTERED NURSE
1025,Northumberland Hills Hospital,ACUTE CARE,TEAM LEADER
1026,Northumberland Hills Hospital,ACUTE CARE,WARD CLERK
1027,Northumberland Hills Hospital,PROFESSIONAL PRACTICE,CLINICAL RESOURCE NURSE
1028,Northumberland Hills Hospital,PROFESSIONAL PRACTICE,PROFESSIONAL PRACTICE LEADER
1029,Northumberland Hills Hospital,OUTPATIENT,WARD CLERK
1031,Northumberland Hills Hospital,RESTORATIVE CARE,PATIENT CARE MANAGER
1032,Northumberland Hills Hospital,RESTORATIVE CARE,REG PRACTICAL NURSE
1033,Northumberland Hills Hospital,RESTORATIVE CARE,REGISTERED NURSE
1034,Northumberland Hills Hospital,RESTORATIVE CARE,WARD CLERK
1035,Northumberland Hills Hospital,DECISION SUPPORT,DATA QUALITY ANALYST
1036,Northumberland Hills Hospital,DECISION SUPPORT,DESCISION SUPPORT ANAYLST
1037,Northumberland Hills Hospital,ENVIRONMENTAL SERVICES,ENVIRONMENTAL SERVICES WORKER
1038,Northumberland Hills Hospital,ENVIRONMENTAL SERVICES,SUPV SUPPORT SERVICES
1040,Northumberland Hills Hospital,ACUTE CARE,PORTER
1042,Northumberland Hills Hospital,FINANCE,ACCOUNTING CLERK
1043,Northumberland Hills Hospital,FINANCE,CLERICAL
1044,Northumberland Hills Hospital,FINANCE,MANAGER OF FINANCE
1045,Northumberland Hills Hospital,HEALTH INFORMATION,CLERICAL
1046,Northumberland Hills Hospital,HEALTH INFORMATION,CLERICAL HEALTH RECORDS
1047,Northumberland Hills Hospital,HEALTH INFORMATION,HEALTH RECORDS TECH
1048,Northumberland Hills Hospital,HEALTH INFORMATION,MGR CLINICAL INFORMATION
1049,Northumberland Hills Hospital,MENTAL HEALTH,CLERK MENTAL HEALTH
1051,Northumberland Hills Hospital,MENTAL HEALTH,ADDICTIONS COUNSELLOR
1052,Northumberland Hills Hospital,MENTAL HEALTH,OCC THERAPIST
1053,Northumberland Hills Hospital,MENTAL HEALTH,REGISTERED NURSE
1054,Northumberland Hills Hospital,MENTAL HEALTH,SOCIAL WORKER BSW
1055,Northumberland Hills Hospital,MENTAL HEALTH,VOCATIONAL COUNSELLOR
1064,Northumberland Hills Hospital,MDRD,MEDICAL DEVICE REPROCESSING TECH
1071,Northumberland Hills Hospital,PASS,NURSE PRACTITIONER
1072,Northumberland Hills Hospital,ACUTE CARE,NURSE PRACTITIONER
1073,Northumberland Hills Hospital,PROFESSIONAL PRACTICE,NURSE PRACTITIONER
1074,Northumberland Hills Hospital,RESTORATIVE CARE,NURSE PRACTITIONER
1075,Northumberland Hills Hospital,RESPIRATORY THERAPY,RESPIRATORY THERAPIST
1076,Northumberland Hills Hospital,RESPIRATORY THERAPY,SENIOR RESPIRATORY THERAPIST
1077,Northumberland Hills Hospital,ADMITTING,ADMITTING CLERK
1078,Northumberland Hills Hospital,OUTPATIENT,WARD CLERK
1082,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,CHARGE TECHNOLOGIST
1084,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,DIR DIAGNOSTIC IMAGING
1085,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,MRI CHARGE TECHNOLOGIST
1086,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,MRI REGISTERED TECHNOLOGIST
1087,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,REGISTERED NURSE
1088,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,SENIOR TECHOLOGIST
1089,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,SENIOR ULTRASOUND TECHNOLOGIST
1091,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,XRAY CLERK
1092,Northumberland Hills Hospital,MATERNAL CHILD CARE,PATIENT CARE MANAGER
1093,Northumberland Hills Hospital,MATERNAL CHILD CARE,REGISTERED NURSE
1094,Northumberland Hills Hospital,MATERNAL CHILD CARE,TEAM LEADER
1095,Northumberland Hills Hospital,PHARMACY,PHARMACIST CLINICAL LEAD
1096,Northumberland Hills Hospital,PHARMACY,MANAGER OPERATIONS
1097,Northumberland Hills Hospital,PHARMACY,PHARMACIST
1098,Northumberland Hills Hospital,PHARMACY,PHARMACY TECH
1100,Peterborough Regional Health Center,AC CLINIC CARDIAC REHAB,"P/T R.N., AC CLINIC CARD.REHAB"
1101,Peterborough Regional Health Center,AC CLINIC COMBINED GEN MED SUR,"F/T RPN, AC COMB.GEN.MED/SURG."
1102,Peterborough Regional Health Center,AC CLINIC COMBINED GEN MED SUR,"P/T RPN, AC COMB.GEN.MED/SURG."
1103,Peterborough Regional Health Center,AC CLINIC GEN MED SURG W2,"P/T RPN, AMPUTEE CLINIC"
1104,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,"F/T MSW, SOCIAL WORK GAIN"
1105,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,F/T PHYSIOTHERAPIST
1107,Peterborough Regional Health Center,AC CLINIC GERIATRIC GENERAL,"P/T MSW, SOCIAL WORK GAIN"
1108,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"P/T MSW, WHCC"
1109,Peterborough Regional Health Center,AC CLINIC GYNECOLOGY GEN GYNE,"P/T R.N., WHCC"
1110,Peterborough Regional Health Center,AC CLINIC METABOLIC DIAB ADULT,"F/T DIETITIAN, DIAB.CLIN.ADULT"
1851,Scarborough Health Network,OCCUPATIONAL HEALTH SERVICES,EMPLOYEE HEALTH MGMT & WSIB SPECIALIST
1859,Scarborough Health Network,ORTHOPAEDIC CLINIC,ORTHOPAEDIC TECHNOLOGIST
1066,Northumberland Hills Hospital,OPERATING,OPERATING ROOM TECH
1067,Northumberland Hills Hospital,OPERATING,PATIENT CARE MANAGER
1068,Northumberland Hills Hospital,OPERATING,REG PRACTICAL NURSE
1069,Northumberland Hills Hospital,OPERATING,REGISTERED NURSE
1070,Northumberland Hills Hospital,OPERATING,TEAM LEADER
1014,Northumberland Hills Hospital,ADMINISTRATION,PATIENT CARE MANAGER
1016,Northumberland Hills Hospital,PASS,REG PRACTICAL NURSE
1017,Northumberland Hills Hospital,PASS,REGISTERED NURSE
1018,Northumberland Hills Hospital,PASS,TEAM LEADER
1000,Northumberland Hills Hospital,PASS,PHYSIO ASSISTANT
1001,Northumberland Hills Hospital,PASS,PHYSIO THERAPIST
1002,Northumberland Hills Hospital,PASS,REHAB ASSISTANT
1030,Northumberland Hills Hospital,PASS,RECREATIONAL THERAPIST
998,Northumberland Hills Hospital,PASS,OCC THERAPIST
999,Northumberland Hills Hospital,PASS,REHAB ASSISTANT
1003,Northumberland Hills Hospital,PASS,SPEECH PATHOLOGIST
1006,Northumberland Hills Hospital,CLINICAL OPERATIONS,REGISTERED NURSE
1005,Northumberland Hills Hospital,CLINICAL OPERATIONS,MANAGER OPERATIONS
1039,Northumberland Hills Hospital,ENVIRONMENTAL SERVICES,LINEN
1081,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,ULTRASOUND TECHNICIAN
1080,Northumberland Hills Hospital,DIAGNOSTIC IMAGING,DIAG IMAGING TECH
1057,Northumberland Hills Hospital,MENTAL HEALTH,CLINICAL MANAGER
1058,Northumberland Hills Hospital,MENTAL HEALTH,HOUSING SOCIAL SERVICES WORKER
1059,Northumberland Hills Hospital,MENTAL HEALTH,NURSE PRACTITIONER
1060,Northumberland Hills Hospital,MENTAL HEALTH,ONTARIO TELEMEDICINE NETWORK COORDINATOR
1008,Northumberland Hills Hospital,PROFESSIONAL PRACTICE,"DIRECTOR, PROF PRACTICE"
1012,Northumberland Hills Hospital,ADMINISTRATION,DIRECTOR MM & FOOD SERVICES
1011,Northumberland Hills Hospital,FOOD SERVICES,FOOD SERVICES WORKER
1870,Scarborough Health Network,SHN BR ASSESSMENT CLINIC,SCREENER - COVID
1881,Scarborough Health Network,BR EMERGENCY,EMERG UNIT CLERK 5
1892,Scarborough Health Network,C EMERGENCY,UNIT CLERK II
1903,Scarborough Health Network,EMERGENCY,REGISTERED PRACTICAL NURSE
1914,Scarborough Health Network,REGIONAL CANCER PROGRAM - ONCOLOGY,UNIT CLERK II
1925,Scarborough Health Network,C LAB ADMIN,ADMINISTRATIVE ASSISTANT
1936,Scarborough Health Network,C LAB TRANS SERVICES,REGISTERED TECHNOLOGIST
1947,Scarborough Health Network,HISTO CYTO,REGISTERED TECHNOLOGIST
1958,Scarborough Health Network,POCT,SENIOR REGISTERED TECHNOLOGIST
1968,Scarborough Health Network,SHARED HOSPITAL LABORATORY,FT SHL SENIOR REGISTERED TECHNOLOGIST
1969,Scarborough Health Network,SHARED HOSPITAL LABORATORY,"MANAGER, SHARED HOSPITAL LABORATORY"
1970,Scarborough Health Network,SHARED HOSPITAL LABORATORY,PT SHL LABORATORY ASSISTANT
1971,Scarborough Health Network,SHARED HOSPITAL LABORATORY,PT SHL REGISTERED TECHNOLOGIST
1972,Scarborough Health Network,SHARED HOSPITAL LABORATORY,SHL LABORATORY ASSISTANT
1973,Scarborough Health Network,SHARED HOSPITAL LABORATORY,SHL REGISTERED TECHNOLOGIST
1974,Scarborough Health Network,SHARED HOSPITAL LABORATORY,"SUPERVISOR, SHL"
1975,Scarborough Health Network,SHARED HOSPITAL LABORATORY,TEMP SHL REGISTERED TECHNOLOGIST
1976,Scarborough Health Network,TRANSFUSION,CHARGE MEDICAL LABORATORY TECHNOLOGIST
1977,Scarborough Health Network,TRANSFUSION,MEDICAL LAB TECHNOLOGIST
1978,Scarborough Health Network,TSH - BR HISTOLOGY,CHARGE MEDICAL LABORATORY TECHNOLOGIST
1979,Scarborough Health Network,TSH - BR HISTOLOGY,MEDICAL DICTA TYPIST
1980,Scarborough Health Network,TSH - BR HISTOLOGY,MEDICAL LAB TECHNOLOGIST
1981,Scarborough Health Network,TSH BR BLOOD COLLECTION,CLERK 4
1982,Scarborough Health Network,TSH BR BLOOD COLLECTION,ECG TECHNICIAN
1983,Scarborough Health Network,TSH BR BLOOD COLLECTION,LAB TECHNICIAN
1984,Scarborough Health Network,TSH BR CLINICAL CHEMISTRY,MEDICAL LAB TECHNOLOGIST
1985,Scarborough Health Network,TSH BR CLINICAL CHEMISTRY,SENIOR MEDICAL LAB TECHNOLOGIST
1986,Scarborough Health Network,TSH BR SPECIMEN PROCESSING,LAB TECHNICIAN
1987,Scarborough Health Network,TSH BR SPECIMEN PROCESSING,LABORATORY TECHNICIAN
1988,Scarborough Health Network,TSH PATHOLOGIST GEN,SENIOR ASSOCIATE PATHOLOGIST
1989,Scarborough Health Network,C INFECTION CONTROL,INFECTION CONTROL PRACTITIONER
1990,Scarborough Health Network,INFECTION CONTROL,INFECTION CONTROL PRACTITIONER
1991,Scarborough Health Network,INFECTION CONTROL,"IPAC, SUPERVISOR"
1992,Scarborough Health Network,INFECTION CONTROL,"MANAGER, INFECTION PREVENTION & CONTROL"
1993,Scarborough Health Network,BR 3D MEDICINE,REGISTERED NURSE
1994,Scarborough Health Network,C 3MBW CCC,REGISTERED NURSE
1995,Scarborough Health Network,C CARDIAC REHAB,CNS REGIONAL CARDIOLOVASCULAR REHAB SERV.
1996,Scarborough Health Network,C NEONATAL ICU,REGISTERED NURSE
1997,Scarborough Health Network,C OCCUPATIONAL THERAPY,OCCUPATIONAL THERAPIST
1998,Scarborough Health Network,C PATIENT FOOD SERVICES,RESOURCE CENTRE DIET CLERK
1999,Scarborough Health Network,GEN NEONATAL ICU,REGISTERED NURSE
2000,Scarborough Health Network,INTEGRATED STROKE UNIT-ACUTE,REGISTERED NURSE
2001,Scarborough Health Network,INTEGRATED STROKE UNIT-ACUTE,REGISTERED PRACTICAL NURSE
2002,Scarborough Health Network,NFS PATIENT FOOD SERVICES,PATIENT FOOD SERVICES REPRESENTATIVE
2003,Scarborough Health Network,TOWER 7 TCU MEDICINE,CLERK 4
2004,Scarborough Health Network,TOWER 9 CARDIOLOGY,REGISTERED NURSE
2005,Scarborough Health Network,C CARDIAC REHAB,EXERCISE THERAPIST
2006,Scarborough Health Network,C NEONATAL FOLLOW UP,SPEECH LANGUAGE PATHOLOGIST
2007,Scarborough Health Network,C PAED OBESITY PROGRAM,DIETITIAN
2008,Scarborough Health Network,C PAED OBESITY PROGRAM,EXERCISE THERAPIST
2009,Scarborough Health Network,C PHYSIOTHERAPY,OT/PT ASSISTANT
2010,Scarborough Health Network,C PHYSIOTHERAPY,PHYSIOTHERAPIST
2011,Scarborough Health Network,C PHYSIOTHERAPY,SR. PHYSIOTHERAPIST
2012,Scarborough Health Network,DIABETES EDUCATION PROGRAM,DIABETES EDUCATION SPECIALIST
2013,Scarborough Health Network,OCCUPATIONAL THERAPY,OCCUPATIONAL THERAPIST
2014,Scarborough Health Network,ORTHORAPID ASSESSMENT CLINIC,ADVANCED PRACTICE PHYSIOTHERAPIST
2015,Scarborough Health Network,PAEDIATRIC OCCUPATIONAL THERAPY,OCCUPATIONAL THERAPIST
2016,Scarborough Health Network,PAEDS SPEECH LANGUAGE,SPEECH LANGUAGE PATHOLOGIST
2017,Scarborough Health Network,PHYSIOTHERAPY,OT/PT ASSISTANT
2018,Scarborough Health Network,PHYSIOTHERAPY,PHYSIOTHERAPIST
2019,Scarborough Health Network,PHYSIOTHERAPY,PHYSIOTHERAPIST PROVINCIAL CERTIFIED
2020,Scarborough Health Network,"2 CENTRAL NEPHROLOGY",REGISTERED NURSE
2021,Scarborough Health Network,"2 CENTRAL NEPHROLOGY",REGISTERED PRACTICAL NURSE
2022,Scarborough Health Network,"3 CENTRAL SURGICAL",REGISTERED NURSE
2023,Scarborough Health Network,"3 CENTRAL SURGICAL",REGISTERED PRACTICAL NURSE
2024,Scarborough Health Network,"4 CENTRAL MEDICINE",REGISTERED NURSE
2025,Scarborough Health Network,"4 CENTRAL MEDICINE",REGISTERED PRACTICAL NURSE
1112,Peterborough Regional Health Center,AC CLINIC METABOLIC DIAB ADULT,"P/T DIETITIAN, DIABETES CLINIC"
1113,Peterborough Regional Health Center,AC CLINIC METABOLIC DIAB ADULT,"P/T DIETITIAN, NUTR DIA ADULTS"
1114,Peterborough Regional Health Center,AC CLINIC METABOLIC DIAB ADULT,"P/T R.N., DIAB.CLIN.ADULT"
1115,Peterborough Regional Health Center,AC CLINIC METABOLIC GENERAL,F/T R.N. CCDC
1116,Peterborough Regional Health Center,AC CLINIC NEPHROLOGY,"F/T R.N., NEPHROLOGY"
1117,Peterborough Regional Health Center,AC CLINIC ORTHO INTAKE,"F/T PHYSIOTHERAPIST, ORTHO INT"
1118,Peterborough Regional Health Center,AC CLINIC ORTHO INTAKE,"P/T PHYSIOTHERAPIST, ORTHO INT"
1120,Peterborough Regional Health Center,AC CLINIC ORTHOPEDIC GENERAL,"F/T ORTHO R.T., W3 ORTHO CLINI"
1121,Peterborough Regional Health Center,AC CLINIC ORTHOPEDIC GENERAL,"P/T ORTHO R.T., W3 ORTHO CLINI"
1122,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,F/T DIETITIAN
1123,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"F/T DIETITIAN, POP CLINIC"
1124,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"F/T DIETITIAN, THNUTRPAEDPOP"
1125,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,F/T EXERCISE SPECIALIST THPHYS
1126,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"F/T MSW, THSOCIALWORK PAED POP"
1127,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"F/T R.N., POP"
1128,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,"P/T R.N., PDED/POP"
1129,Peterborough Regional Health Center,AC CLINIC PEDIATRIC,P/T RPN POP CLINIC
1131,Peterborough Regional Health Center,AC CLINIC SEXUAL ASSAULT DV,"P/T MSW, SEXUAL ASSAULT SOC WK"
1132,Peterborough Regional Health Center,AC CLINIC SEXUAL ASSAULT DV,"P/T R.N., SEXUAL ASSAULT ROSTER"
1133,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T DIALYSIS ASST., DIALYSIS"
1134,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T DIETITIAN, NUTRITION DIAL"
1135,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T M.S.W., SOCIAL WORK DIALY"
1136,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T R.N., DIALYSIS"
1137,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"F/T R.P.N., DIALYSIS (HEMO)"
1138,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"P/T DIALYSIS ASST., DIALYSIS"
1139,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"P/T DIETITIAN, NUTRITION DIAL"
1140,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"P/T M.S.W., SOCIAL WORK DIALY"
1142,Peterborough Regional Health Center,AC DN HEMODIALYSIS IN-CENTRE,"P/T R.P.N., DIALYSIS (HEMO)"
1143,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,F/T ASSISTANT 2
1144,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,"F/T CHG.TECH, AC DN HEMO REG.PR"
1145,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,F/T CONSULTANT QULTY&SFTY RENL
1146,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,F/T DIAL.TECH. AC DN HEMO PRGM
1147,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,"F/T NURSE ED., AC DN HEMO PRGM"
1148,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,F/T PROGRAM SUPPORT PARTNER 7
1149,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,"F/T R.N., ACDNHEMO REG.PROG.LM"
1150,Peterborough Regional Health Center,AC DN HEMODIALYSIS REG PROGRAM,"F/T R.T., DIALYSIS"
1151,Peterborough Regional Health Center,AC DN HOME HEMODIALYSIS,"F/T R.N., DIALYSIS HOME HEMO"
1153,Peterborough Regional Health Center,AC DN PERITONEAL DIALYSIS,"F/T SUPERVISOR, RENAL & DIABET"
1154,Peterborough Regional Health Center,AC DN PERITONEAL DIALYSIS,"P/T R.N., PERITONEAL DIALYSIS"
1155,Peterborough Regional Health Center,AC DN RENAL TRANSITION UNIT,"F/T RN, AC DN RENAL TRANS.UNIT"
1156,Peterborough Regional Health Center,AC TELEMEDICINE OTN,"F/T R.P.N., CLIN.TELEMED.COORD."
1157,Peterborough Regional Health Center,COVID-19 ASSESSMENT CENTRE,"F/T RPN, COVID ASSESSMENT CENTRE"
1158,Peterborough Regional Health Center,COVID-19 ASSESSMENT CENTRE,"P/T RPN, COVID ASSESSMENT CENTRE"
1159,Peterborough Regional Health Center,GAIN OUTREACH BSO,"F/T R.P.N., GAIN OUTREACH BSO"
1160,Peterborough Regional Health Center,GAIN OUTREACH BSO,"P/T O.T., OT GAIN"
1161,Peterborough Regional Health Center,RS RESPIRATORY SERVICES,"F/T ANESTHESIA ASSISTANT, W5 RT"
1162,Peterborough Regional Health Center,AC EMERGENCY,"F/T CLERK 4, W3 E.R."
1164,Peterborough Regional Health Center,AC EMERGENCY,"F/T MANAGER, SUPPORT W3 ER"
1165,Peterborough Regional Health Center,AC EMERGENCY,"F/T MANAGER, SUPPRT ER, RT, GEM"
1166,Peterborough Regional Health Center,AC EMERGENCY,"F/T R.N., W3 E.R."
1167,Peterborough Regional Health Center,AC EMERGENCY,"F/T R.P.N., W3 E.R."
1168,Peterborough Regional Health Center,AC EMERGENCY,"P/T AIDE/ATTD., W3 E.R."
1169,Peterborough Regional Health Center,AC EMERGENCY,"P/T CLERK 4, W3 E.R."
1170,Peterborough Regional Health Center,AC EMERGENCY,"P/T MGR, EMERGENCY"
1171,Peterborough Regional Health Center,AC EMERGENCY,"P/T R.N., W3 E.R."
1172,Peterborough Regional Health Center,AC EMERGENCY,"P/T R.P.N., W3 E.R."
1173,Peterborough Regional Health Center,AC DN ONCOLOGY CHEMO,"F/T MANAGER, W4 ONCOLOGY"
1175,Peterborough Regional Health Center,AC DN ONCOLOGY CHEMO,"F/T R.N., W4 ONCOLOGY"
1176,Peterborough Regional Health Center,RAD TREATMENT,"F/T RN, RAD TREATMENT"
1177,Peterborough Regional Health Center,AC CLINIC ONC SYSTMIC PRE POST,"F/T CLERK 4, ONCOLOGY"
1178,Peterborough Regional Health Center,AC CLINIC ONC SYSTMIC PRE POST,"F/T R.N., AC CLINIC SYST PREPT"
1179,Peterborough Regional Health Center,AC CLINIC ONC SYSTMIC PRE POST,"F/T RC CLK3, AC CLINIC ONC RC5"
1180,Peterborough Regional Health Center,AC CLINIC ONC SYSTMIC PRE POST,FT CLERK 3 ACCLINICSYS
1181,Peterborough Regional Health Center,AC CLINIC ONC SYSTMIC PRE POST,"P/T CLERK 3, ONCOLOGY"
1182,Peterborough Regional Health Center,AC CLINIC ONC SYSTMIC PRE POST,PT CLERK 3 ACCLINICSYS    RC5
1183,Peterborough Regional Health Center,AC CLINIC ONC SYSTMIC PRE POST,PT RC CLERK 3 ACCLINICSYS WR04
1184,Peterborough Regional Health Center,AC DN ONCOLOGY CHEMO,"F/T DIETITIAN, NUTR ONCOLOGY"
1186,Peterborough Regional Health Center,AC DN ONCOLOGY CHEMO,"P/T CLERK 4, W4 ONCOLOGY"
1187,Peterborough Regional Health Center,AC DN ONCOLOGY CHEMO,"P/T R.N., W4 ONCOLOGY"
1188,Peterborough Regional Health Center,RAD TREATMENT,"P/T MSW, ONCOLOGY"
1189,Peterborough Regional Health Center,LAB ADMINISTRATION,"F/T CLERK 3, LAB ADMIN"
1190,Peterborough Regional Health Center,LAB ADMINISTRATION,"F/T COORDINATOR, PHARMACY/LAB"
1191,Peterborough Regional Health Center,LAB ADMINISTRATION,"F/T PSP, LAB ADMIN"
1192,Peterborough Regional Health Center,LAB ADMINISTRATION,MANAGER LABORATORY SERVICES
1193,Peterborough Regional Health Center,LAB ADMINISTRATION,"P/T CLERK 3, LAB ADMIN"
1194,Peterborough Regional Health Center,LAB ADMINISTRATION,"P/T CLERK 4, LAB ADMIN"
1195,Peterborough Regional Health Center,LAB ANATOMICAL PATHOLOGY,"F/T CHG.TECHL MLT, HISTOLOGY"
